f_ext,sindex
AF01SAS.JPG,-1
AF05SAS.JPG,-1
AF10SAS.JPG,-1
AF11SAS.JPG,-1
AF13SAS.JPG,-1
AF20SAS.JPG,-1
AF22SAS.JPG,-1
AF29SAS.JPG,-1
AF30SAS.JPG,-1
AF31SAS.JPG,-1
AF32SAS.JPG,-1
AF33SAS.JPG,-1
AF34SAS.JPG,-1
AF35SAS.JPG,-1
AM04SAS.JPG,-1
AM06SAS.JPG,-1
AM10SAS.JPG,-1
AM11SAS.JPG,-1
AM15SAS.JPG,-1
AM17SAS.JPG,-1
AM19SAS.JPG,-1
AM22SAS.JPG,-1
AM23SAS.JPG,-1
AM24SAS.JPG,-1
AM25SAS.JPG,-1
AM27SAS.JPG,-1
AM31SAS.JPG,-1
AM32SAS.JPG,-1
AM34SAS.JPG,-1
BF03SAS.JPG,-1
BF09SAS.JPG,-1
BF10SAS.JPG,-1
BF14SAS.JPG,-1
BF15SAS.JPG,-1
BF16SAS.JPG,-1
BF17SAS.JPG,-1
BF26SAS.JPG,-1
BF28SAS.JPG,-1
BF31SAS.JPG,-1
BF33SAS.JPG,-1
BF35SAS.JPG,-1
BM02SAS.JPG,-1
BM03SAS.JPG,-1
BM05SAS.JPG,-1
BM07SAS.JPG,-1
BM09SAS.JPG,-1
BM10SAS.JPG,-1
BM11SAS.JPG,-1
BM15SAS.JPG,-1
BM17SAS.JPG,-1
BM18SAS.JPG,-1
BM19SAS.JPG,-1
BM21SAS.JPG,-1
BM23SAS.JPG,-1
BM24SAS.JPG,-1
BM25SAS.JPG,-1
BM28SAS.JPG,-1
BM29SAS.JPG,-1
BM30SAS.JPG,-1
BM31SAS.JPG,-1
AF16SAS.JPG,-0.993328204553562
AM16SAS.JPG,-0.992809388268575
AM02SAS.JPG,-0.988656225805835
BM26SAS.JPG,-0.984155337492462
BF19SAS.JPG,-0.976312639831056
AF26SAS.JPG,-0.971118558952635
AM05SAS.JPG,-0.970108239312601
BF13SAS.JPG,-0.97010288243588
BF22SAS.JPG,-0.966410403566932
BM32SAS.JPG,-0.963716293149095
BM06SAS.JPG,-0.963525614201303
AF03SAS.JPG,-0.945811094554386
AF24SAS.JPG,-0.944933698681553
BF06SAS.JPG,-0.939561647594741
AF06SAS.JPG,-0.928998128816165
BF11SAS.JPG,-0.928292662177557
BF23SAS.JPG,-0.922656386639826
AM28SAS.JPG,-0.904855636996426
BM04SAS.JPG,-0.900815571538009
AM14SAS.JPG,-0.893942146661167
BM13SAS.JPG,-0.887267145211894
AM13SAS.JPG,-0.884491864737622
AF27SAS.JPG,-0.884233725722152
BM12SAS.JPG,-0.874348786157737
BF20SAS.JPG,-0.87073443626807
AM29SAS.JPG,-0.855196025915427
AF17SAS.JPG,-0.842413282078806
AF07SAS.JPG,-0.829623482351819
BF12SAS.JPG,-0.824394218264529
BM01SAS.JPG,-0.814782839560263
AM18SAS.JPG,-0.812423385305392
AF19SAS.JPG,-0.807702788224134
BM33SAS.JPG,-0.800981518854013
BF34SAS.JPG,-0.79294501635109
AF12SAS.JPG,-0.753339325927143
AF14SAS.JPG,-0.739083787366384
AM30SAS.JPG,-0.729907274125479
BF30SAS.JPG,-0.717735190506093
AM21SAS.JPG,-0.708836225558708
AM35SAS.JPG,-0.698833883562238
AF09SAS.JPG,-0.696720692214372
AM08SAS.JPG,-0.691675756907109
AF25SAS.JPG,-0.691133738712018
AF15SAS.JPG,-0.667499593819528
AM01SAS.JPG,-0.663262257596892
AF21SAS.JPG,-0.658468683186206
BF29SAS.JPG,-0.650840749985558
BM16SAS.JPG,-0.628438057419716
BM14SAS.JPG,-0.59694256843647
AF28SAS.JPG,-0.581180507986272
BM35SAS.JPG,-0.560754529291109
BM34SAS.JPG,-0.544046303607251
BM08SAS.JPG,-0.540499834384015
BF25SAS.JPG,-0.536093975315733
AF04SAS.JPG,-0.531587333489119
BF21SAS.JPG,-0.52890815787146
BF07SAS.JPG,-0.489527912193072
AM26SAS.JPG,-0.46394295052519
AM07SAS.JPG,-0.459052893609807
AF23SAS.JPG,-0.453258433079269
BF01SAS.JPG,-0.453203216131774
BF04SAS.JPG,-0.4452758651192
BF05SAS.JPG,-0.428559215312532
BF02SAS.JPG,-0.391584473002161
BF27SAS.JPG,-0.295935270571613
AM09SAS.JPG,-0.272133149147378
BF32SAS.JPG,-0.137904607518119
AF02SAS.JPG,-0.0460672059176195
AM33SAS.JPG,-0.0452184032256184
BF24SAS.JPG,0
AF21_SAS.JPG,0.0932222769951486
AF31_HAS.JPG,0.0975371963157935
AF04_SAS.JPG,0.149599967226754
AF08_SAS.JPG,0.170808815300268
BF08_SAS.JPG,0.268355423239452
BF31_HAS.JPG,0.275408781900897
AF35_SAS.JPG,0.30394845296198
AF18_HAS.JPG,0.32247658452786
BF26_HAS.JPG,0.339324389200052
AM33HAS.JPG,0.368626960632815
AF07_HAS.JPG,0.386671393996855
BM06_SAS.JPG,0.389737552695917
AM25_HAS.JPG,0.45523029828951
AF05_HAS.JPG,0.477687412568024
BF30_HAS.JPG,0.539742054299963
AM35_HAS.JPG,0.54732245578644
AM08_SAS.JPG,0.547542644883222
AF32_HAS.JPG,0.55717417672125
BM35_HAS.JPG,0.563283829766582
AF16HAS.JPG,0.566040948770264
BM08_HAS.JPG,0.578302650362489
BF18HAS.JPG,0.580505017098605
AF15_SAS.JPG,0.612217996381365
AM13_HAS.JPG,0.612522364441268
BM32_SAS.JPG,0.634533827382287
BF34_HAS.JPG,0.64463788350648
BF24_HAS.JPG,0.676615461125674
AF02_SAS.JPG,0.682575929000717
AM18_HAS.JPG,0.686137820073552
AF20_SAS.JPG,0.694624115026463
AM31HAS.JPG,0.698013329310229
BF18_HAS.JPG,0.706362904566285
AF13_HAS.JPG,0.717676154699563
AF25_SAS.JPG,0.724371108189797
BM04HAS.JPG,0.741062460370382
BM33_SAS.JPG,0.745967266006806
AF05HAS.JPG,0.746006943889892
AM20HAS.JPG,0.767471609582659
BM27HAS.JPG,0.76899461320737
BF23HAS.JPG,0.773157365351858
BF01_HAS.JPG,0.773810693630346
BF16HAS.JPG,0.782357143119151
BM34HAS.JPG,0.784452469403056
AM31_HAS.JPG,0.795970767641202
AM09_HAS.JPG,0.797137694846299
BM34_SAS.JPG,0.813216923274147
BF05_HAS.JPG,0.817025103453136
AF17_HAS.JPG,0.817701565455379
AM15_SAS.JPG,0.817924076315622
BM08HAS.JPG,0.817972889846572
AF10_SAS.JPG,0.82037052695737
BM30HAS.JPG,0.820866786916665
AF33_SAS.JPG,0.822726402604181
BF35HAS.JPG,0.824198642526523
BM30_SAS.JPG,0.829745966304983
BM13_HAS.JPG,0.830557430861686
AM27HAS.JPG,0.843322304153037
BM31HAS.JPG,0.844344598479706
AM01HAS.JPG,0.880620900019484
AF21HAS.JPG,0.880724792917759
AM29_SAS.JPG,0.943428434189047
AM29HAS.JPG,0.950924474075152
BF20HAS.JPG,0.972111979507612
