f_ext,sindex
AF03SAS.JPG,-1
AF07SAS.JPG,-1
AF10SAS.JPG,-1
AF11SAS.JPG,-1
AF13SAS.JPG,-1
AF16SAS.JPG,-1
AF17SAS.JPG,-1
AF20SAS.JPG,-1
AF22SAS.JPG,-1
AF26SAS.JPG,-1
AF27SAS.JPG,-1
AF30SAS.JPG,-1
AF31SAS.JPG,-1
AF32SAS.JPG,-1
AF34SAS.JPG,-1
AM02SAS.JPG,-1
AM04SAS.JPG,-1
AM05SAS.JPG,-1
AM06SAS.JPG,-1
AM11SAS.JPG,-1
AM13SAS.JPG,-1
AM14SAS.JPG,-1
AM15SAS.JPG,-1
AM16SAS.JPG,-1
AM17SAS.JPG,-1
AM19SAS.JPG,-1
AM22SAS.JPG,-1
AM23SAS.JPG,-1
AM24SAS.JPG,-1
AM25SAS.JPG,-1
AM27SAS.JPG,-1
AM28SAS.JPG,-1
AM31SAS.JPG,-1
AM32SAS.JPG,-1
AM34SAS.JPG,-1
BF03SAS.JPG,-1
BF09SAS.JPG,-1
BF10SAS.JPG,-1
BF11SAS.JPG,-1
BF13SAS.JPG,-1
BF14SAS.JPG,-1
BF15SAS.JPG,-1
BF16SAS.JPG,-1
BF17SAS.JPG,-1
BF19SAS.JPG,-1
BF22SAS.JPG,-1
BF26SAS.JPG,-1
BF28SAS.JPG,-1
BF33SAS.JPG,-1
BF35SAS.JPG,-1
BM02SAS.JPG,-1
BM03SAS.JPG,-1
BM05SAS.JPG,-1
BM06SAS.JPG,-1
BM09SAS.JPG,-1
BM10SAS.JPG,-1
BM11SAS.JPG,-1
BM13SAS.JPG,-1
BM15SAS.JPG,-1
BM17SAS.JPG,-1
BM18SAS.JPG,-1
BM19SAS.JPG,-1
BM21SAS.JPG,-1
BM23SAS.JPG,-1
BM25SAS.JPG,-1
BM28SAS.JPG,-1
BM29SAS.JPG,-1
BM30SAS.JPG,-1
BM31SAS.JPG,-1
BM32SAS.JPG,-1
AF29SAS.JPG,-0.986540594604136
AF33SAS.JPG,-0.984354952213985
AF24SAS.JPG,-0.976687146831215
BF31SAS.JPG,-0.968395474971962
BF06SAS.JPG,-0.961331148760706
AF14SAS.JPG,-0.960089854647011
AF01SAS.JPG,-0.953427201051129
BM24SAS.JPG,-0.95011621313377
AF06SAS.JPG,-0.929672616997658
AF35SAS.JPG,-0.899451585807021
BF34SAS.JPG,-0.899290140445125
BM33SAS.JPG,-0.889265768632749
AM10SAS.JPG,-0.880502391120404
BM26SAS.JPG,-0.872607035950402
BF20SAS.JPG,-0.857159923783636
BM12SAS.JPG,-0.827626721722558
AM21SAS.JPG,-0.818089088887997
AM29SAS.JPG,-0.811181842398975
AM18SAS.JPG,-0.803939206282027
AF19SAS.JPG,-0.803737961405145
AF15SAS.JPG,-0.797961280685851
AF09SAS.JPG,-0.792219739565198
BF23SAS.JPG,-0.781855584972203
AF28SAS.JPG,-0.779942144276132
AF25SAS.JPG,-0.778674807670106
BM04SAS.JPG,-0.775488559880042
AM08SAS.JPG,-0.765667461194592
AF12SAS.JPG,-0.763510634687572
BF30SAS.JPG,-0.758759469888177
AM35SAS.JPG,-0.752587553839111
BM34SAS.JPG,-0.740014768988158
BM14SAS.JPG,-0.73651117366226
AM01SAS.JPG,-0.736308097166267
BM16SAS.JPG,-0.733057689616355
AF05SAS.JPG,-0.730249230171203
BM35SAS.JPG,-0.723919844498191
BM01SAS.JPG,-0.720286031669314
AM30SAS.JPG,-0.693691914692346
BF12SAS.JPG,-0.667080907277146
AF23SAS.JPG,-0.664418632662535
AF21SAS.JPG,-0.63800450744772
BF04SAS.JPG,-0.636200413922057
BF21SAS.JPG,-0.619296697364007
BF29SAS.JPG,-0.57125092182178
BF01SAS.JPG,-0.566558506747195
BF25SAS.JPG,-0.551428450734399
BF07SAS.JPG,-0.548369703233784
BF02SAS.JPG,-0.457380862101183
AM33SAS.JPG,-0.410335165428411
AM07SAS.JPG,-0.404709507248718
BF24SAS.JPG,-0.290298242953796
AM26SAS.JPG,-0.289700293153144
BF05SAS.JPG,-0.251885463093207
BF27SAS.JPG,-0.214080916299984
BM08SAS.JPG,-0.208304183345413
AF04SAS.JPG,-0.177339564307809
BF32SAS.JPG,-0.035008184205683
AF04_SAS.JPG,0
AF21_SAS.JPG,0
AF31_HAS.JPG,0
AF02SAS.JPG,0
AM09SAS.JPG,0
AF08_SAS.JPG,0.00670687735898068
AM33HAS.JPG,0.185705326034649
BF08_SAS.JPG,0.192964395735928
AF35_SAS.JPG,0.239283978360006
BF31_HAS.JPG,0.256787203023695
AM25_HAS.JPG,0.271438887352992
AM08_SAS.JPG,0.275483047995975
BM06_SAS.JPG,0.316454557243195
AF18_HAS.JPG,0.330444054638744
AF05_HAS.JPG,0.414178564140066
AM35_HAS.JPG,0.44182628593238
AF16HAS.JPG,0.468714341215495
BF16HAS.JPG,0.484777192807524
AM18_HAS.JPG,0.519614581001097
AF32_HAS.JPG,0.563035089915193
AF02_SAS.JPG,0.568098717280595
BF30_HAS.JPG,0.576757839864646
BF18_HAS.JPG,0.583223987778435
AF20_SAS.JPG,0.586411911815873
BM08_HAS.JPG,0.589402530346818
BM32_SAS.JPG,0.590255652919945
BM33_SAS.JPG,0.593168529559381
BF34_HAS.JPG,0.606393991743524
BF18HAS.JPG,0.614560248597071
AM13_HAS.JPG,0.629488762700607
AF25_SAS.JPG,0.655507372314148
BF01_HAS.JPG,0.665423488819755
AF15_SAS.JPG,0.666666734475106
AM09_HAS.JPG,0.673841987282319
BM13_HAS.JPG,0.67945281987048
AM15_SAS.JPG,0.689885985905289
BF24_HAS.JPG,0.711123613026052
AF17_HAS.JPG,0.715944134609115
AM20HAS.JPG,0.718370888631425
BF05_HAS.JPG,0.739292731891259
AM29_SAS.JPG,0.794594126986317
BM04HAS.JPG,0.816410345734152
AF13_HAS.JPG,0.826489758344795
BM34_SAS.JPG,0.835005867780201
BM34HAS.JPG,0.848337602357647
AF10_SAS.JPG,0.854156039422819
AM05_SAS.JPG,0.86088953577395
BM30_SAS.JPG,0.87253771120144
AF33_SAS.JPG,0.89256008439731
BM27HAS.JPG,0.919426236649387
BF23HAS.JPG,0.920997610499411
BM31HAS.JPG,0.939463572099989
AF05HAS.JPG,0.960799870612373
BM27_SAS.JPG,0.975632259394267
BF08HAS.JPG,0.988096203816012
BF20HAS.JPG,0.990813320910499
AM27HAS.JPG,0.994569820063539
AF01HAS.JPG,1
AF02HAS.JPG,1
AF03HAS.JPG,1
AF04HAS.JPG,1
AF06HAS.JPG,1
AF07HAS.JPG,1
AF08HAS.JPG,1
AF09HAS.JPG,1
AF10HAS.JPG,1
AF11HAS.JPG,1
AF12HAS.JPG,1
AF13HAS.JPG,1
AF14HAS.JPG,1
AF15HAS.JPG,1
AF17HAS.JPG,1
AF18HAS.JPG,1
AF19HAS.JPG,1
AF20HAS.JPG,1
AF21HAS.JPG,1
AF22HAS.JPG,1
AF23HAS.JPG,1
AF24HAS.JPG,1
AF25HAS.JPG,1
AF26HAS.JPG,1
AF27HAS.JPG,1
AF28HAS.JPG,1
AF29HAS.JPG,1
AF30HAS.JPG,1
AF31HAS.JPG,1
AF32HAS.JPG,1
AF33HAS.JPG,1
