f_ext,sindex
AF03SAS.JPG,-1
AF07SAS.JPG,-1
AF10SAS.JPG,-1
AF11SAS.JPG,-1
AF13SAS.JPG,-1
AF16SAS.JPG,-1
AF17SAS.JPG,-1
AF20SAS.JPG,-1
AF22SAS.JPG,-1
AF26SAS.JPG,-1
AF27SAS.JPG,-1
AF30SAS.JPG,-1
AF31SAS.JPG,-1
AF32SAS.JPG,-1
AF34SAS.JPG,-1
AM02SAS.JPG,-1
AM04SAS.JPG,-1
AM05SAS.JPG,-1
AM06SAS.JPG,-1
AM11SAS.JPG,-1
AM13SAS.JPG,-1
AM14SAS.JPG,-1
AM15SAS.JPG,-1
AM16SAS.JPG,-1
AM17SAS.JPG,-1
AM19SAS.JPG,-1
AM22SAS.JPG,-1
AM23SAS.JPG,-1
AM24SAS.JPG,-1
AM25SAS.JPG,-1
AM27SAS.JPG,-1
AM28SAS.JPG,-1
AM31SAS.JPG,-1
AM32SAS.JPG,-1
AM34SAS.JPG,-1
BF03SAS.JPG,-1
BF09SAS.JPG,-1
BF10SAS.JPG,-1
BF11SAS.JPG,-1
BF13SAS.JPG,-1
BF14SAS.JPG,-1
BF15SAS.JPG,-1
BF16SAS.JPG,-1
BF17SAS.JPG,-1
BF19SAS.JPG,-1
BF22SAS.JPG,-1
BF26SAS.JPG,-1
BF28SAS.JPG,-1
BF33SAS.JPG,-1
BF35SAS.JPG,-1
BM02SAS.JPG,-1
BM03SAS.JPG,-1
BM05SAS.JPG,-1
BM06SAS.JPG,-1
BM09SAS.JPG,-1
BM10SAS.JPG,-1
BM11SAS.JPG,-1
BM13SAS.JPG,-1
BM15SAS.JPG,-1
BM17SAS.JPG,-1
BM18SAS.JPG,-1
BM19SAS.JPG,-1
BM21SAS.JPG,-1
BM23SAS.JPG,-1
BM25SAS.JPG,-1
BM28SAS.JPG,-1
BM29SAS.JPG,-1
BM30SAS.JPG,-1
BM31SAS.JPG,-1
BM32SAS.JPG,-1
AF33SAS.JPG,-0.984504196182512
AF29SAS.JPG,-0.983336236139466
AF24SAS.JPG,-0.976909536866207
BF06SAS.JPG,-0.961700025410765
BF31SAS.JPG,-0.960871202961653
AF14SAS.JPG,-0.960470572466377
AF01SAS.JPG,-0.953871476417724
BM24SAS.JPG,-0.950592073253783
AF06SAS.JPG,-0.930343496235545
AF35SAS.JPG,-0.900410754776556
BF34SAS.JPG,-0.900250849502414
AM10SAS.JPG,-0.881642323552863
BM33SAS.JPG,-0.862902629907504
BF20SAS.JPG,-0.858522528751724
BM26SAS.JPG,-0.842277856414932
BM12SAS.JPG,-0.829271054962696
AM21SAS.JPG,-0.81982440517875
AM29SAS.JPG,-0.812983049500144
AM18SAS.JPG,-0.805809503600847
AF19SAS.JPG,-0.805610178474194
AF15SAS.JPG,-0.79988860367514
AF09SAS.JPG,-0.794201833264941
BF23SAS.JPG,-0.783936546223073
AF28SAS.JPG,-0.782041358554218
AF25SAS.JPG,-0.780786111546582
BM04SAS.JPG,-0.777630258567157
AM08SAS.JPG,-0.767902847019207
AF12SAS.JPG,-0.765766595287779
BF30SAS.JPG,-0.7610607536283
AM35SAS.JPG,-0.754947713797266
BM34SAS.JPG,-0.74249486544841
BM14SAS.JPG,-0.739024692230114
AM01SAS.JPG,-0.738823552956851
BM16SAS.JPG,-0.73560415226155
AF05SAS.JPG,-0.732822483762566
BM01SAS.JPG,-0.722954327941529
AM30SAS.JPG,-0.696613902203565
AF23SAS.JPG,-0.667619868971309
BM35SAS.JPG,-0.65819184558661
AF21SAS.JPG,-0.641457717986688
BF04SAS.JPG,-0.63967083438464
BF21SAS.JPG,-0.622928368707794
BF12SAS.JPG,-0.587820933939479
BF29SAS.JPG,-0.575340919807387
BF01SAS.JPG,-0.570693267437096
BF25SAS.JPG,-0.555707542693483
BF07SAS.JPG,-0.552677973730509
BF02SAS.JPG,-0.462557109220799
AM33SAS.JPG,-0.415960199063069
AM07SAS.JPG,-0.410388206143067
BF24SAS.JPG,-0.297068353735222
AM26SAS.JPG,-0.296476108001598
BF05SAS.JPG,-0.259022007763935
BF27SAS.JPG,-0.221578092697054
BM08SAS.JPG,-0.215856466161016
AF04SAS.JPG,-0.185187230217941
BF32SAS.JPG,-0.0442136024412079
AF04_SAS.JPG,0
AF31_HAS.JPG,0
AF02SAS.JPG,0
AM09SAS.JPG,0
AF21_SAS.JPG,0.0293566693167877
AF08_SAS.JPG,0.0421753141086079
AM33HAS.JPG,0.214782099527559
BF08_SAS.JPG,0.221781962909281
AF35_SAS.JPG,0.266447569331246
BF31_HAS.JPG,0.283325790153925
AF05_HAS.JPG,0.29387129035603
AM25_HAS.JPG,0.297454293231824
AM08_SAS.JPG,0.301354045288156
AM35_HAS.JPG,0.327196889111468
BM06_SAS.JPG,0.340862546938576
AF18_HAS.JPG,0.354352508404375
AM18_HAS.JPG,0.420960184648182
AF16HAS.JPG,0.487685449899384
BF18_HAS.JPG,0.497632743177842
BF16HAS.JPG,0.503174730384633
BM33_SAS.JPG,0.509619546708635
BF34_HAS.JPG,0.525561057167066
AF32_HAS.JPG,0.57863820033837
AF02_SAS.JPG,0.583521016075422
BF30_HAS.JPG,0.591870939355985
AF20_SAS.JPG,0.601180284425918
BM08_HAS.JPG,0.604064114173382
BM32_SAS.JPG,0.604886773509289
AM09_HAS.JPG,0.606860516597002
BM13_HAS.JPG,0.613623618342657
AM15_SAS.JPG,0.626199392492755
BF18HAS.JPG,0.628323502496462
AM13_HAS.JPG,0.642718950331664
AF25_SAS.JPG,0.667808489373432
BF01_HAS.JPG,0.677370521930339
AF15_SAS.JPG,0.678569373862542
BF24_HAS.JPG,0.72143878950951
AF17_HAS.JPG,0.726087180267369
AM20HAS.JPG,0.728427279938023
BF05_HAS.JPG,0.748602047578955
AM29_SAS.JPG,0.752410930727493
BM04HAS.JPG,0.8229659514177
AM05_SAS.JPG,0.832321102320673
AF13_HAS.JPG,0.832685449114502
BM34_SAS.JPG,0.840897465949267
BM34HAS.JPG,0.853753151942619
AF10_SAS.JPG,0.859363824690971
BM30_SAS.JPG,0.877089125104512
AF33_SAS.JPG,0.896396540891448
BM27HAS.JPG,0.92230335858242
BF23HAS.JPG,0.92381862193219
BM31HAS.JPG,0.941625202353011
AF05HAS.JPG,0.962199625909244
BM27_SAS.JPG,0.976502380858621
BF08HAS.JPG,0.988521263682439
BF20HAS.JPG,0.991141358162342
AM27HAS.JPG,0.994763720523761
AF01HAS.JPG,1
AF02HAS.JPG,1
AF03HAS.JPG,1
AF04HAS.JPG,1
AF06HAS.JPG,1
AF07HAS.JPG,1
AF08HAS.JPG,1
AF09HAS.JPG,1
AF10HAS.JPG,1
AF11HAS.JPG,1
AF12HAS.JPG,1
AF13HAS.JPG,1
AF14HAS.JPG,1
AF15HAS.JPG,1
AF17HAS.JPG,1
AF18HAS.JPG,1
AF19HAS.JPG,1
AF20HAS.JPG,1
AF21HAS.JPG,1
AF22HAS.JPG,1
AF23HAS.JPG,1
AF24HAS.JPG,1
AF25HAS.JPG,1
AF26HAS.JPG,1
AF27HAS.JPG,1
AF28HAS.JPG,1
AF29HAS.JPG,1
AF30HAS.JPG,1
AF31HAS.JPG,1
AF32HAS.JPG,1
